objectid,network,type,status,strategic_cycling_corridor,local_name,local_type,rd_num,name,side,facility_left,surface_left,width_left,facility_right,surface_right,width_right,lighting,verified_date,bearing,scc_name,comments
18454,PBN,On Road,Proposed,No,MAIDSTONE,STREET,5451, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,325,, 
18455,PBN,On Road,Proposed,No,MAIDSTONE,STREET,5451, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,7,, 
18456,PBN,On Road,Proposed,No,BLYTH,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,75,, 
18457,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,19,, 
18458,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,7,, 
18459,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,6,, 
18460,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,3,, 
18461,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,7,, 
18462,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,6,, 
18463,PBN,On Road,Proposed,No,MILLERS,ROAD,5834, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,5,, 
18464,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18465,PBN,On Road,Existing,No,DAWSON,STREET,9999, , , , ,0, , ,0, ,,0,, 
18466,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18467,PBN,On Road,Existing,Yes,MACLEOD,STREET,9999, , , , ,0, , ,0, ,,0,, 
18468,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18469,PBN,On Road,Existing,No,MCKEAN,STREET,9999, , , , ,0, , ,0, ,,0,, 
18470,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18471,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18472,PBN,On Road,Existing,No,CALVERT,STREET,9999, , , , ,0, , ,0, ,,0,, 
18473,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18474,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18475,PBN,On Road,Existing,Yes,MACLEOD,STREET,9999, , , , ,0, , ,0, ,,0,, 
18476,PBN,On Road,Existing,Yes,MACLEOD,STREET,9999, , , , ,0, , ,0, ,,0,, 
18477,PBN,On Road,Existing,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,,0,, 
18478,PBN,On Road,Existing,Yes,MACLEOD,STREET,9999, , , , ,0, , ,0, ,,0,, 
18479,PBN,On Road,Existing,Yes,FORGE CREEK,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18480,PBN,On Road,Existing,Yes,MACLEOD,STREET,9999, , , , ,0, , ,0, ,,0,, 
18481,PBN,On Road,Existing,Yes,FORGE CREEK,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18482,PBN,On Road,Existing,Yes,MACLEOD,STREET,9999, , , , ,0, , ,0, ,,0,, 
18483,PBN,On Road,Existing,No,CALVERT,STREET,9999, , , , ,0, , ,0, ,,0,, 
18484,PBN,On Road,Existing,No,CALVERT,STREET,9999, , , , ,0, , ,0, ,,0,, 
18485,PBN,On Road,Existing,No,GREENE,STREET,9999, , , , ,0, , ,0, ,,0,, 
18486,PBN,On Road,Existing,No,GREENE,STREET,9999, , , , ,0, , ,0, ,,0,, 
18487,PBN,On Road,Existing,No,OSTLERS,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18488,PBN,On Road,Existing,No,OSTLERS,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18489,PBN,On Road,Existing,No,COLQUHOUN,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18490,PBN,On Road,Existing,No,PALMERS,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18491,PBN,On Road,Existing,No,PALMERS,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18492,PBN,On Road,Existing,No,PALMERS,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18493,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18494,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18495,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18496,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18497,PBN,On Road,Existing,No,PALMERS,ROAD,9999, , , , ,0, , ,0, ,,0,, 
18498,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18499,PBN,On Road,Existing,No,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18500,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18501,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18502,PBN,On Road,Existing,Yes,MYER,STREET,9999, , , , ,0, , ,0, ,,0,, 
18503,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18504,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18505,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18506,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18507,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18508,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18509,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18510,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18511,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18512,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18513,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18514,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18515,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18516,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18517,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18518,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18519,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18520,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18521,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18522,PBN,On Road,Proposed,No,CORNWALL,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18523,PBN,On Road,Proposed,No,CORNWALL,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18524,PBN,On Road,Proposed,No,CORNWALL,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18525,PBN,On Road,Proposed,No,CORNWALL,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18526,PBN,On Road,Proposed,No,ALBION,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18527,PBN,On Road,Proposed,No,ALBION,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18528,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18529,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18530,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18531,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18532,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18533,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18534,PBN,On Road,Proposed,No,GLEN IRIS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18535,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18536,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18537,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18538,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18539,PBN,On Road,Proposed,No,PEARSON,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18540,PBN,On Road,Proposed,No,VICTORIA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18541,PBN,On Road,Proposed,No,BULMANS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18542,PBN,On Road,Existing,Yes,DARNLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Corridors for consideration in other subregions,Metro SCC upgraded to PBN
18543,PBN,On Road,Existing,Yes,DARNLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Corridors for consideration in other subregions,Metro SCC upgraded to PBN
18544,PBN,On Road,Existing,Yes,DARNLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Corridors for consideration in other subregions,Metro SCC upgraded to PBN
18545,PBN,On Road,Existing,Yes,DARNLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Corridors for consideration in other subregions,Metro SCC upgraded to PBN
18546,PBN,On Road,Existing,Yes,DARNLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Corridors for consideration in other subregions,Metro SCC upgraded to PBN
18547,PBN,On Road,Existing,Yes,DARNLEY,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Corridors for consideration in other subregions,Metro SCC upgraded to PBN
18548,PBN,On Road,Existing,Yes,CHICAGO,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Avondale Heights to South Melbourne,Metro SCC upgraded to PBN
18549,PBN,On Road,Existing,Yes,MIDDLE,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Avondale Heights to South Melbourne,Metro SCC upgraded to PBN
18550,PBN,On Road,Existing,Yes,CHICAGO,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Avondale Heights to South Melbourne,Metro SCC upgraded to PBN
18551,PBN,On Road,Existing,Yes,ARGYLE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Brunswick West,Metro SCC upgraded to PBN
18552,PBN,On Road,Existing,Yes,ARGYLE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Brunswick West,Metro SCC upgraded to PBN
18553,PBN,On Road,Existing,Yes,ARGYLE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Brunswick West,Metro SCC upgraded to PBN
18554,PBN,On Road,Existing,Yes,ARGYLE,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Brunswick West,Metro SCC upgraded to PBN
18555,PBN,On Road,Existing,Yes,VICTORIA,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,"Brunswick to Coburg, Brunswick East to Birrarung Marr",Metro SCC upgraded to PBN
18556,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18557,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18558,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18559,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18560,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18561,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18562,PBN,On Road,Existing,Yes,BLYTH,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18563,PBN,On Road,Existing,Yes,BEACONSFIELD,PARADE,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18564,PBN,On Road,Existing,Yes,BEACONSFIELD,PARADE,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18565,PBN,On Road,Existing,Yes,RAILWAY,PARADE,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,Maribyrnong to Ivanhoe,Metro SCC upgraded to PBN
18566,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18567,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18568,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18569,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18570,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18571,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18572,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18573,PBN,On Road,Existing,No,ARMSTRONG,STREET,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
18574,PBN,On Road,Proposed,No,HIGHFIELD,ROAD,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,187,, 
18575,PBN,On Road,Proposed,No,BURKE,ROAD,5874, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,, 
18576,PBN,On Road,Proposed,No,BURKE,ROAD,5874, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,, 
18577,PBN,On Road,Proposed,No,BURKE,ROAD,5874, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,, 
18578,PBN,On Road,Proposed,No,BURKE,ROAD,5874, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,, 
18579,PBN,On Road,Proposed,No,BURKE,ROAD,5874, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,, 
18580,PBN,On Road,Proposed,No, , ,0, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,280,, 
18581,PBN,On Road,Proposed,No,ANNIVERSARY OUTER CIRCLE,TRAIL,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,280,, 
18582,PBN,On Road,Proposed,No,LITHGOW,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,176,, 
18583,PBN,On Road,Proposed,No,LITHGOW,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,187,, 
18584,PBN,On Road,Proposed,No,LITHGOW,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,187,, 
18585,PBN,On Road,Proposed,No,TOORAK,ROAD,2750, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,, 
18586,PBN,On Road,Proposed,No,CANTERBURY,ROAD,5802, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,91,, 
18587,PBN,On Road,Proposed,No,CANTERBURY,ROAD,5802, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,, 
18588,PBN,On Road,Proposed,No,CANTERBURY,ROAD,5802, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,75,, 
18589,PBN,On Road,Proposed,No,CANTERBURY,ROAD,5802, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,75,, 
18590,PBN,On Road,Proposed,No,CANTERBURY,ROAD,5802, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,75,, 
18591,PBN,On Road,Proposed,No,CANTERBURY,ROAD,5802, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,85,, 
18592,PBN,On Road,Proposed,No,BALWYN,ROAD,5992, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18593,PBN,On Road,Proposed,No,BALWYN,ROAD,5992, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18594,PBN,On Road,Proposed,No,BULLEEN,ROAD,5363, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,37,, 
18595,PBN,On Road,Proposed,No,BULLEEN,ROAD,5363, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,14,, 
18596,PBN,On Road,Proposed,No,BULLEEN,ROAD,5363, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,14,, 
18597,PBN,On Road,Proposed,No,BULLEEN,ROAD,5363, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,9,, 
18598,PBN,On Road,Proposed,No,BULLEEN,ROAD,5363, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,209,, 
18599,PBN,On Road,Proposed,No,BURKE,ROAD,5874, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,187,, 
18600,PBN,On Road,Proposed,No,UNION,ROAD,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,, 
18601,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18602,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18603,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18604,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18605,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18606,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18607,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18608,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18609,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18610,PBN,On Road,Proposed,No,AUBURN,ROAD,5309, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,, 
18611,PBN,On Road,Proposed,No,AUBURN,ROAD,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,187,, 
18612,PBN,On Road,Proposed,Yes,NEERIM,ROAD,5296, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,St Kilda to Dandenong, 
18613,PBN,On Road,Proposed,Yes,QUEENS,AVENUE,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,Kew to Moorabbin, 
18614,PBN,On Road,Proposed,Yes,QUEENS,AVENUE,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,"St Kilda to Dandenong, Kew to Moorabbin", 
18615,PBN,On Road,Proposed,Yes,QUEENS,AVENUE,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,189,Kew to Moorabbin, 
18616,PBN,On Road,Proposed,Yes,MURRUMBEENA,ROAD,5301, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Kew to Highett, 
18617,PBN,On Road,Proposed,Yes,MURRUMBEENA,ROAD,5196, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Kew to Highett, 
18618,PBN,On Road,Proposed,Yes,BELGRAVE,ROAD,5196, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Kew to Highett, 
18619,PBN,On Road,Proposed,Yes,BELGRAVE,ROAD,5196, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Kew to Highett, 
18620,PBN,On Road,Proposed,Yes,CHAPEL,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,7,"Clifton Hill to Windsor (via Chapel St), Central Subregion to Hampton", 
18621,PBN,On Road,Proposed,Yes,MONT ALBERT,ROAD,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,CBD to Box Hil, 
18622,PBN,On Road,Proposed,Yes,MONT ALBERT,ROAD,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,CBD to Box Hil, 
18623,PBN,On Road,Proposed,Yes,TOORONGA,ROAD,5315, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Corridors for consideration in other subregions, 
18624,PBN,On Road,Proposed,Yes,TOORONGA,ROAD,5315, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Corridors for consideration in other subregions, 
18625,PBN,On Road,Proposed,Yes,TOORONGA,ROAD,5315, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Corridors for consideration in other subregions, 
18626,PBN,On Road,Proposed,Yes,TOORONGA,ROAD,5315, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Corridors for consideration in other subregions, 
18627,PBN,On Road,Proposed,Yes,TOORONGA,ROAD,5315, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,8,Corridors for consideration in other subregions, 
18628,PBN,On Road,Proposed,Yes,STEVENSON,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,CBD to Box Hil, 
18629,PBN,On Road,Proposed,Yes,STEVENSON,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,CBD to Box Hil, 
18630,PBN,On Road,Proposed,Yes,STEVENSON,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,99,CBD to Box Hil, 
18631,PBN,On Road,Proposed,Yes,GIPPS,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,89,Highpoint to Yarra River,UNMARKED CONNECTOR ROAD TO OFFROAD TRAIL
18632,PBN,On Road,Proposed,Yes,GIPPS,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,89,Highpoint to Yarra River,UNMARKED CONNECTOR ROAD TO OFFROAD TRAIL
18633,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,80,West Gate Punt to Camberwell, 
18634,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,77,CBD to Croydon, 
18635,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,97,CBD to Croydon, 
18636,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,79,West Gate Punt to Camberwell, 
18637,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,78,West Gate Punt to Camberwell, 
18638,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,77,CBD to Croydon, 
18639,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,86,CBD to Croydon, 
18640,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,99,West Gate Punt to Camberwell, 
18641,PBN,On Road,Proposed,Yes,BRIDGE,ROAD,5285, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,West Gate Punt to Camberwell, 
18642,PBN,On Road,Proposed,Yes,CHAPEL,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,188,Central Subregion to Hampton, 
18643,PBN,On Road,Proposed,Yes,INKERMAN,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,99,St Kilda to Dandenong, 
18644,PBN,On Road,Proposed,Yes,INKERMAN,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,St Kilda to Dandenong, 
18645,PBN,On Road,Proposed,Yes,INKERMAN,STREET,9999, , ,ND, ,0,ND, ,0, ,1899/12/30 00:00:00+00,98,St Kilda to Dandenong, 
18646,PBN,On Road,Proposed,No,BULMANS,ROAD,9999, , , , ,0, , ,0, ,1899/12/30 00:00:00+00,0,, 
